,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,MPG,PlayerFP,GameFP/36,TeamFP
3771,NBA 2020-2021 Regular Season,22000182,01/15/2021,1630182,Josh Green,G,Dallas,Milwaukee,R,N,18.9,0,2,0,0,0,0,1,2,3,0,5,2,1,0,0,6.8,1,14.0,7.2,13.8,231.0
3772,NBA 2020-2021 Regular Season,22000182,01/15/2021,1630179,Tyrell Terry,G,Dallas,Milwaukee,R,N,4.8,1,1,0,0,0,0,0,1,1,2,0,1,0,0,2,9.0,1,5.7,8.2,61.9,231.0
3773,NBA 2020-2021 Regular Season,22000182,01/15/2021,203114,Khris Middleton,F,Milwaukee,Dallas,H,Y,37.1,8,20,4,9,5,5,2,6,8,6,2,0,1,0,25,25.7,1,32.9,45.5,44.2,234.2
3774,NBA 2020-2021 Regular Season,22000182,01/15/2021,203507,Giannis Antetokounmpo,F,Milwaukee,Dallas,H,Y,30.2,14,21,2,5,1,10,3,6,9,1,4,0,5,1,31,41.3,1,32.3,44.2,52.8,234.2
3775,NBA 2020-2021 Regular Season,22000182,01/15/2021,201572,Brook Lopez,C,Milwaukee,Dallas,H,Y,33.7,4,12,2,5,1,2,1,10,11,1,0,0,0,1,11,15.7,1,27.4,29.2,31.3,234.2
3776,NBA 2020-2021 Regular Season,22000182,01/15/2021,1628978,Donte DiVincenzo,G,Milwaukee,Dallas,H,Y,26.5,2,5,2,4,0,0,0,3,3,2,2,1,1,0,6,9.3,1,25.4,15.2,20.7,234.2
3777,NBA 2020-2021 Regular Season,22000182,01/15/2021,201950,Jrue Holiday,G,Milwaukee,Dallas,H,Y,35.0,7,15,1,4,1,1,0,3,3,5,1,2,2,1,16,20.4,1,32.6,32.8,33.7,234.2
3778,NBA 2020-2021 Regular Season,22000182,01/15/2021,201571,D.J. Augustin,G,Milwaukee,Dallas,H,N,21.0,2,4,0,1,3,3,1,1,2,1,0,0,0,0,7,10.4,1,18.2,11.0,18.9,234.2
3779,NBA 2020-2021 Regular Season,22000182,01/15/2021,1626171,Bobby Portis,F,Milwaukee,Dallas,H,N,17.4,3,8,1,1,1,3,5,8,13,0,1,0,0,0,8,22.0,1,22.7,24.8,51.4,234.2
3780,NBA 2020-2021 Regular Season,22000182,01/15/2021,203648,Thanasis Antetokounmpo,F,Milwaukee,Dallas,H,N,4.4,2,3,1,2,0,1,0,0,0,0,2,0,1,0,5,41.4,1,10.0,5.0,40.9,234.2
3781,NBA 2020-2021 Regular Season,22000182,01/15/2021,1626192,Pat Connaughton,G,Milwaukee,Dallas,H,N,21.2,0,3,0,3,0,0,3,3,6,5,2,2,0,0,0,5.8,1,17.5,19.0,32.2,234.2
3782,NBA 2020-2021 Regular Season,22000182,01/15/2021,1627854,Bryn Forbes,G,Milwaukee,Dallas,H,N,13.6,1,5,1,3,0,0,1,1,2,1,0,0,0,0,3,15.1,1,16.0,7.5,19.8,234.2
3783,NBA 2020-2021 Regular Season,22000184,01/15/2021,1630172,Patrick Williams,F,Chicago,Oklahoma City,R,Y,36.0,5,7,2,3,2,2,2,5,7,2,3,0,3,2,14,12.7,4,26.4,29.2,29.3,260.0
3784,NBA 2020-2021 Regular Season,22000184,01/15/2021,1628374,Lauri Markkanen,F-C,Chicago,Oklahoma City,R,Y,35.0,5,14,3,9,3,3,1,5,6,0,5,1,2,2,16,20.8,16,30.3,30.0,30.8,260.0
3785,NBA 2020-2021 Regular Season,22000184,01/15/2021,1628976,Wendell Carter Jr.,C-F,Chicago,Oklahoma City,R,Y,32.9,6,9,0,0,4,5,4,7,11,2,2,0,2,3,16,16.9,4,26.9,37.8,41.3,260.0
3786,NBA 2020-2021 Regular Season,22000184,01/15/2021,203897,Zach LaVine,G-F,Chicago,Oklahoma City,R,Y,42.5,11,19,8,14,5,9,1,6,7,6,3,1,6,0,35,28.6,4,35.6,55.8,47.2,260.0
3787,NBA 2020-2021 Regular Season,22000184,01/15/2021,1629632,Coby White,G,Chicago,Oklahoma City,R,Y,44.4,8,20,4,9,2,2,1,8,9,7,5,0,4,0,22,23.6,4,34.3,43.8,35.5,260.0
3788,NBA 2020-2021 Regular Season,22000184,01/15/2021,201152,Thaddeus Young,F,Chicago,Oklahoma City,R,N,13.4,1,4,0,1,0,2,0,1,1,4,2,1,3,0,2,24.7,4,23.6,9.8,26.2,260.0
3789,NBA 2020-2021 Regular Season,22000184,01/15/2021,203490,Otto Porter Jr.,F,Chicago,Oklahoma City,R,N,25.2,3,7,2,4,0,0,0,8,8,1,1,0,2,1,8,15.0,6,23.6,21.5,30.8,260.0
3790,NBA 2020-2021 Regular Season,22000184,01/15/2021,202066,Garrett Temple,G-F,Chicago,Oklahoma City,R,N,20.2,2,4,2,3,2,2,0,3,3,2,2,0,0,0,8,10.2,4,26.6,15.8,28.1,260.0
3791,NBA 2020-2021 Regular Season,22000184,01/15/2021,1627756,Denzel Valentine,G,Chicago,Oklahoma City,R,N,15.4,2,7,0,3,0,0,0,4,4,3,2,2,2,0,4,24.5,4,18.3,16.5,38.5,260.0
3792,NBA 2020-2021 Regular Season,22000184,01/15/2021,1629652,Luguentz Dort,G,Oklahoma City,Chicago,H,Y,39.8,7,15,4,11,3,4,1,7,8,0,2,6,1,1,21,18.7,1,28.7,46.5,42.1,251.0
3793,NBA 2020-2021 Regular Season,22000184,01/15/2021,1629647,Darius Bazley,F-G,Oklahoma City,Chicago,H,Y,27.6,3,12,1,3,2,3,0,5,5,2,2,2,4,0,9,26.3,1,29.4,20.8,27.1,251.0
3794,NBA 2020-2021 Regular Season,22000184,01/15/2021,1629676,Isaiah Roby,F,Oklahoma City,Chicago,H,Y,25.7,6,12,1,3,1,2,0,4,4,3,6,0,0,0,14,21.0,1,20.7,24.0,33.7,251.0
3795,NBA 2020-2021 Regular Season,22000184,01/15/2021,1628983,Shai Gilgeous-Alexander,G-F,Oklahoma City,Chicago,H,Y,43.5,13,19,3,5,4,4,0,5,5,10,5,1,1,0,33,20.9,1,33.9,57.2,47.4,251.0
3796,NBA 2020-2021 Regular Season,22000184,01/15/2021,201588,George Hill,G,Oklahoma City,Chicago,H,Y,32.9,3,11,0,5,2,4,1,1,2,3,1,0,0,0,8,16.2,1,26.3,15.0,16.4,251.0
3797,NBA 2020-2021 Regular Season,22000184,01/15/2021,203488,Mike Muscala,F-C,Oklahoma City,Chicago,H,N,27.0,3,9,2,7,3,3,2,4,6,0,1,0,1,1,11,17.5,1,18.2,21.0,27.9,251.0
3798,NBA 2020-2021 Regular Season,22000184,01/15/2021,1628977,Hamidou Diallo,G,Oklahoma City,Chicago,H,N,14.0,1,6,0,1,0,2,1,2,3,3,3,1,2,0,2,26.6,1,20.2,11.2,29.0,251.0
3799,NBA 2020-2021 Regular Season,22000184,01/15/2021,1630177,Theo Maledon,G,Oklahoma City,Chicago,H,N,14.8,4,8,2,5,0,0,0,3,3,2,1,0,2,0,10,28.2,1,19.8,16.8,40.6,251.0
3800,NBA 2020-2021 Regular Season,22000184,01/15/2021,1630197,Aleksej Pokusevski,C,Oklahoma City,Chicago,H,N,12.4,2,7,1,4,0,0,1,2,3,1,1,0,0,0,5,23.6,1,16.7,10.8,31.2,251.0
3801,NBA 2020-2021 Regular Season,22000184,01/15/2021,1629026,Kenrich Williams,G-F,Oklahoma City,Chicago,H,N,27.3,6,6,1,1,1,2,1,4,5,2,1,2,0,0,14,10.6,1,11.6,27.8,36.6,251.0
3802,NBA 2020-2021 Regular Season,22000186,01/15/2021,1629631,De'Andre Hunter,F-G,Atlanta,Utah,R,Y,28.1,6,13,0,3,2,2,0,2,2,1,2,0,1,0,14,22.4,3,32.4,17.5,22.4,183.8
3803,NBA 2020-2021 Regular Season,22000186,01/15/2021,1628381,John Collins,F,Atlanta,Utah,R,Y,25.9,5,11,0,3,3,4,1,3,4,2,2,2,2,0,13,24.1,3,30.1,24.0,33.4,183.8
3804,NBA 2020-2021 Regular Season,22000186,01/15/2021,203991,Clint Capela,C,Atlanta,Utah,R,Y,27.3,8,9,0,0,0,0,1,10,11,0,3,0,0,0,16,13.9,3,29.5,29.8,39.3,183.8
3805,NBA 2020-2021 Regular Season,22000186,01/15/2021,1629629,Cam Reddish,F-G,Atlanta,Utah,R,Y,28.0,8,13,4,5,0,0,2,3,5,0,3,1,3,0,20,24.1,3,28.1,28.8,36.9,183.8
3806,NBA 2020-2021 Regular Season,22000186,01/15/2021,1629027,Trae Young,G,Atlanta,Utah,R,Y,24.0,1,11,0,2,2,2,0,4,4,7,0,1,2,1,4,24.4,3,33.3,22.5,33.7,183.8
3807,NBA 2020-2021 Regular Season,22000186,01/15/2021,1630168,Onyeka Okongwu,F-C,Atlanta,Utah,R,N,14.3,2,6,0,0,0,0,3,2,5,2,1,1,2,0,4,23.6,3+,12.1,14.2,35.9,183.8
3808,NBA 2020-2021 Regular Season,22000186,01/15/2021,1628989,Kevin Huerter,G-F,Atlanta,Utah,R,N,22.0,5,11,0,4,0,1,0,1,1,2,1,1,0,0,10,22.0,3,29.5,16.2,26.7,183.8
3809,NBA 2020-2021 Regular Season,22000186,01/15/2021,203524,Solomon Hill,F,Atlanta,Utah,R,N,24.4,1,4,0,3,0,0,1,5,6,2,1,0,0,0,2,6.9,3,20.0,12.5,18.4,183.8
3810,NBA 2020-2021 Regular Season,22000186,01/15/2021,200765,Rajon Rondo,G,Atlanta,Utah,R,N,18.6,0,4,0,1,0,0,0,0,0,2,1,0,3,0,0,15.9,15,15.9,1.5,2.9,183.8
3811,NBA 2020-2021 Regular Season,22000186,01/15/2021,1629164,Brandon Goodwin,G,Atlanta,Utah,R,N,14.9,0,6,0,5,4,6,0,1,1,3,1,0,1,0,4,27.3,3,14.1,9.2,22.3,183.8
3812,NBA 2020-2021 Regular Season,22000186,01/15/2021,203503,Tony Snell,G,Atlanta,Utah,R,N,8.8,1,3,1,2,0,0,0,1,1,0,1,0,0,0,3,14.5,3,9.4,4.8,19.5,183.8
3813,NBA 2020-2021 Regular Season,22000186,01/15/2021,1628981,Bruno Fernando,F-C,Atlanta,Utah,R,N,3.7,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,23.0,3,10.3,2.8,26.9,183.8
3814,NBA 2020-2021 Regular Season,22000186,01/15/2021,202711,Bojan Bogdanovic,F,Utah,Atlanta,H,Y,26.9,6,12,3,5,2,2,1,2,3,1,1,0,2,0,17,22.7,2,29.9,22.8,30.5,249.2
3815,NBA 2020-2021 Regular Season,22000186,01/15/2021,1626220,Royce O'Neale,F,Utah,Atlanta,H,Y,31.2,2,3,1,2,2,2,0,6,6,5,2,0,1,1,7,6.4,2,31.8,24.0,27.7,249.2
3816,NBA 2020-2021 Regular Season,22000186,01/15/2021,203497,Rudy Gobert,C,Utah,Atlanta,H,Y,28.0,6,7,0,0,3,6,3,10,13,1,1,0,1,4,15,15.6,2,29.9,40.2,51.7,249.2
3817,NBA 2020-2021 Regular Season,22000186,01/15/2021,1628378,Donovan Mitchell,G,Utah,Atlanta,H,Y,29.1,10,20,6,10,0,0,0,3,3,4,1,3,3,0,26,32.4,2,33.2,43.2,53.5,249.2
3818,NBA 2020-2021 Regular Season,22000186,01/15/2021,201144,Mike Conley,G,Utah,Atlanta,H,Y,27.3,5,10,2,4,3,4,2,2,4,8,2,4,2,0,15,20.7,2,29.9,40.0,52.8,249.2
3819,NBA 2020-2021 Regular Season,22000186,01/15/2021,203903,Jordan Clarkson,G,Utah,Atlanta,H,N,28.1,6,17,4,12,0,0,1,6,7,4,2,0,2,0,16,27.7,2,24.8,31.8,40.7,249.2
3820,NBA 2020-2021 Regular Season,22000186,01/15/2021,202324,Derrick Favors,F,Utah,Atlanta,H,N,13.4,1,3,0,0,0,0,1,4,5,0,3,0,2,1,2,15.3,2,16.1,9.2,24.9,249.2
3821,NBA 2020-2021 Regular Season,22000186,01/15/2021,1627777,Georges Niang,F,Utah,Atlanta,H,N,21.1,4,8,2,6,0,0,0,6,6,3,2,0,3,0,10,21.3,2,11.4,21.5,36.6,249.2
3822,NBA 2020-2021 Regular Season,22000186,01/15/2021,1629671,Miye Oni,G-F,Utah,Atlanta,H,N,18.5,2,6,2,5,0,0,1,0,1,0,1,0,0,0,6,13.3,2,8.2,8.2,16.0,249.2
3823,NBA 2020-2021 Regular Season,22000186,01/15/2021,1628962,Udoka Azubuike,C-F,Utah,Atlanta,H,N,6.6,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,18.6,2,4.8,0.2,1.4,249.2
3824,NBA 2020-2021 Regular Season,22000186,01/15/2021,1630190,Elijah Hughes,G,Utah,Atlanta,H,N,4.9,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,16.7,2,4.5,3.0,22.0,249.2
3825,NBA 2020-2021 Regular Season,22000186,01/15/2021,1627885,Shaquille Harrison,G,Utah,Atlanta,H,N,4.9,0,4,0,0,0,0,2,2,4,0,1,0,0,0,0,33.3,2,4.5,5.0,36.6,249.2
3826,NBA 2020-2021 Regular Season,22000187,01/15/2021,1627742,Brandon Ingram,F,New Orleans,LA Lakers,R,Y,34.8,9,15,2,4,0,1,1,2,3,5,2,2,4,1,20,24.5,1,35.0,36.2,37.5,197.2
3827,NBA 2020-2021 Regular Season,22000187,01/15/2021,1629627,Zion Williamson,F,New Orleans,LA Lakers,R,Y,34.1,9,19,0,0,3,6,3,9,12,4,3,0,4,1,21,32.9,6,33.1,42.0,44.3,197.2
3828,NBA 2020-2021 Regular Season,22000187,01/15/2021,203500,Steven Adams,C,New Orleans,LA Lakers,R,Y,33.1,2,4,0,0,0,0,4,3,7,1,0,0,0,0,4,5.3,1,30.1,14.2,15.5,197.2
3829,NBA 2020-2021 Regular Season,22000187,01/15/2021,1628404,Josh Hart,G,New Orleans,LA Lakers,R,Y,28.8,3,6,1,4,0,0,0,6,6,4,3,0,0,0,7,9.1,1,28.2,21.0,26.2,197.2
3830,NBA 2020-2021 Regular Season,22000187,01/15/2021,1629638,Nickeil Alexander-Walker,G,New Orleans,LA Lakers,R,Y,20.2,5,8,2,3,0,0,0,3,3,2,5,0,5,0,12,28.2,1,20.0,17.2,30.8,197.2
3831,NBA 2020-2021 Regular Season,22000187,01/15/2021,202339,Eric Bledsoe,G,New Orleans,LA Lakers,R,N,20.5,3,7,1,3,0,0,0,1,1,2,3,0,3,1,7,21.4,6,29.0,12.2,21.5,197.2
3832,NBA 2020-2021 Regular Season,22000187,01/15/2021,1629740,Nicolo Melli,F,New Orleans,LA Lakers,R,N,20.9,0,3,0,2,0,0,0,4,4,1,2,1,0,1,0,6.3,1,11.4,10.5,18.1,197.2
3833,NBA 2020-2021 Regular Season,22000187,01/15/2021,200755,JJ Redick,G,New Orleans,LA Lakers,R,N,25.6,4,11,3,10,1,1,1,5,6,0,0,0,3,0,12,24.7,1,20.4,19.5,27.4,197.2
3834,NBA 2020-2021 Regular Season,22000187,01/15/2021,1629637,Jaxson Hayes,C-F,New Orleans,LA Lakers,R,N,8.0,4,5,0,0,0,0,1,3,4,0,2,0,1,1,8,33.1,1,12.7,14.5,65.7,197.2
3835,NBA 2020-2021 Regular Season,22000187,01/15/2021,1630184,Kira Lewis Jr.,G,New Orleans,LA Lakers,R,N,10.7,2,8,0,3,0,0,0,0,0,2,1,0,0,0,4,32.8,1,8.5,7.0,23.6,197.2
3836,NBA 2020-2021 Regular Season,22000187,01/15/2021,1630230,Naji Marshall,F,New Orleans,LA Lakers,R,N,3.4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,3+,2.8,2.8,29.4,197.2
3837,NBA 2020-2021 Regular Season,22000187,01/15/2021,2544,LeBron James,F,LA Lakers,New Orleans,H,Y,30.5,6,11,2,6,7,7,1,7,8,11,3,1,3,0,21,24.3,1,32.4,49.0,57.8,252.0
3838,NBA 2020-2021 Regular Season,22000187,01/15/2021,203076,Anthony Davis,F-C,LA Lakers,New Orleans,H,Y,33.1,5,16,0,2,7,10,1,5,6,5,1,3,0,3,17,26.8,1,32.4,44.0,47.9,252.0
3839,NBA 2020-2021 Regular Season,22000187,01/15/2021,201188,Marc Gasol,C,LA Lakers,New Orleans,H,Y,20.2,2,4,1,1,0,0,2,0,2,1,4,0,0,1,5,8.6,1,19.4,11.5,20.5,252.0
3840,NBA 2020-2021 Regular Season,22000187,01/15/2021,203484,Kentavious Caldwell-Pope,G,LA Lakers,New Orleans,H,Y,24.7,6,11,4,6,0,0,0,1,1,1,0,1,1,0,16,21.1,1,23.3,22.2,32.4,252.0
3841,NBA 2020-2021 Regular Season,22000187,01/15/2021,203471,Dennis Schroder,G,LA Lakers,New Orleans,H,Y,29.8,4,14,1,7,3,4,3,2,5,4,4,3,1,0,12,24.4,1,30.8,30.2,36.5,252.0
3842,NBA 2020-2021 Regular Season,22000187,01/15/2021,1628398,Kyle Kuzma,F,LA Lakers,New Orleans,H,N,22.4,3,10,3,4,2,3,3,10,13,1,1,1,1,0,11,23.9,1,24.5,31.8,51.1,252.0
3843,NBA 2020-2021 Regular Season,22000187,01/15/2021,202083,Wesley Matthews,G,LA Lakers,New Orleans,H,N,14.0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,6.2,6,19.9,1.5,3.8,252.0
3844,NBA 2020-2021 Regular Season,22000187,01/15/2021,1627936,Alex Caruso,G,LA Lakers,New Orleans,H,N,17.9,3,4,3,3,0,0,0,3,3,4,0,1,0,1,9,9.7,1,17.7,24.2,48.9,252.0
3845,NBA 2020-2021 Regular Season,22000187,01/15/2021,1626149,Montrezl Harrell,F-C,LA Lakers,New Orleans,H,N,20.9,8,10,0,0,0,1,3,2,5,1,1,1,0,0,16,21.7,1,24.8,25.8,44.4,252.0
3846,NBA 2020-2021 Regular Season,22000187,01/15/2021,202693,Markieff Morris,F,LA Lakers,New Orleans,H,N,16.4,2,7,1,5,0,1,0,1,1,2,1,0,0,1,5,19.7,1,14.5,11.8,25.7,252.0
3847,NBA 2020-2021 Regular Season,22000187,01/15/2021,1628035,Alfonzo McKinnie,F,LA Lakers,New Orleans,H,N,3.4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,25.8,1,3.3,0.0,0.0,252.0
3848,NBA 2020-2021 Regular Season,22000187,01/15/2021,1626188,Quinn Cook,G,LA Lakers,New Orleans,H,N,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,1,3.6,0.0,0.0,252.0
3849,NBA 2020-2021 Regular Season,22000187,01/15/2021,1629659,Talen Horton-Tucker,G,LA Lakers,New Orleans,H,N,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,1,16.0,0.0,0.0,252.0
3850,NBA 2020-2021 Regular Season,22000188,01/15/2021,202695,Kawhi Leonard,F,LA Clippers,Sacramento,R,Y,27.5,10,15,1,3,6,6,0,4,4,6,0,1,1,0,27,30.4,1,34.5,43.0,56.2,270.8
3851,NBA 2020-2021 Regular Season,22000188,01/15/2021,201587,Nicolas Batum,G-F,LA Clippers,Sacramento,R,Y,21.2,2,5,1,3,1,2,2,4,6,2,1,3,0,0,6,12.5,1,28.8,23.0,39.1,270.8
3852,NBA 2020-2021 Regular Season,22000188,01/15/2021,201586,Serge Ibaka,F,LA Clippers,Sacramento,R,Y,18.1,3,4,0,1,0,0,1,2,3,5,3,0,1,1,6,12.4,1,24.9,18.8,37.3,270.8
3853,NBA 2020-2021 Regular Season,22000188,01/15/2021,202331,Paul George,F,LA Clippers,Sacramento,R,Y,29.6,8,14,4,8,6,6,1,3,4,2,3,0,2,0,26,28.3,1,34.3,35.0,42.6,270.8
3854,NBA 2020-2021 Regular Season,22000188,01/15/2021,202704,Reggie Jackson,G,LA Clippers,Sacramento,R,Y,18.1,4,9,3,6,0,0,0,4,4,3,2,1,0,0,11,22.3,6,13.5,24.0,47.7,270.8
3855,NBA 2020-2021 Regular Season,22000188,01/15/2021,1627826,Ivica Zubac,C,LA Clippers,Sacramento,R,N,20.9,3,5,0,0,0,0,1,6,7,1,2,1,1,1,6,12.9,1,18.5,19.8,34.0,270.8
3856,NBA 2020-2021 Regular Season,22000188,01/15/2021,1628379,Luke Kennard,G,LA Clippers,Sacramento,R,N,29.6,6,8,2,2,0,0,0,5,5,6,3,0,0,1,14,12.2,1,22.9,32.2,39.2,270.8
3857,NBA 2020-2021 Regular Season,22000188,01/15/2021,1629611,Terance Mann,G-F,LA Clippers,Sacramento,R,N,30.2,5,8,2,3,1,4,4,5,9,1,2,3,3,0,13,19.0,4,8.6,31.2,37.2,270.8
3858,NBA 2020-2021 Regular Season,22000188,01/15/2021,202694,Marcus Morris Sr.,F,LA Clippers,Sacramento,R,N,22.0,7,12,4,6,0,0,0,0,0,1,0,1,1,0,18,26.6,1,22.6,23.0,37.7,270.8
3859,NBA 2020-2021 Regular Season,22000188,01/15/2021,1629599,Amir Coffey,G-F,LA Clippers,Sacramento,R,N,8.9,2,3,1,1,0,0,1,0,1,1,1,0,0,0,5,15.1,6,4.9,8.2,33.3,270.8
3860,NBA 2020-2021 Regular Season,22000188,01/15/2021,1630187,Daniel Oturu,C,LA Clippers,Sacramento,R,N,7.2,1,2,0,0,2,2,2,2,4,1,0,0,0,0,4,17.9,6,4.3,10.5,52.3,270.8
3861,NBA 2020-2021 Regular Season,22000188,01/15/2021,1629662,Mfiondu Kabengele,F-C,LA Clippers,Sacramento,R,N,6.6,1,4,0,2,0,0,0,0,0,0,2,0,0,0,2,27.2,6,4.3,2.0,10.9,270.8
3862,NBA 2020-2021 Regular Season,22000188,01/15/2021,203084,Harrison Barnes,F,Sacramento,LA Clippers,H,Y,33.7,4,12,1,3,5,5,1,5,6,4,0,1,1,0,14,20.4,1,34.9,29.5,31.5,183.5
3863,NBA 2020-2021 Regular Season,22000188,01/15/2021,1628963,Marvin Bagley III,F,Sacramento,LA Clippers,H,Y,31.1,8,12,2,4,2,4,1,4,5,2,1,0,1,1,20,21.4,1,26.7,31.8,36.8,183.5
3864,NBA 2020-2021 Regular Season,22000188,01/15/2021,1626158,Richaun Holmes,F,Sacramento,LA Clippers,H,Y,30.5,8,11,0,1,1,1,1,4,5,1,4,0,1,0,17,18.4,1,30.7,24.2,28.6,183.5
3865,NBA 2020-2021 Regular Season,22000188,01/15/2021,1627741,Buddy Hield,G,Sacramento,LA Clippers,H,Y,29.2,3,11,2,9,1,1,0,1,1,5,3,1,2,0,9,20.7,1,33.5,19.8,24.3,183.5
3866,NBA 2020-2021 Regular Season,22000188,01/15/2021,1628368,De'Aaron Fox,G,Sacramento,LA Clippers,H,Y,23.2,6,11,1,3,1,2,0,1,1,3,0,0,4,0,14,30.9,1,31.3,18.2,28.4,183.5
3867,NBA 2020-2021 Regular Season,22000188,01/15/2021,1630169,Tyrese Haliburton,G,Sacramento,LA Clippers,H,N,24.4,2,7,1,2,0,0,0,2,2,5,1,1,0,0,5,12.9,1,28.0,17.5,25.8,183.5
3868,NBA 2020-2021 Regular Season,22000188,01/15/2021,202709,Cory Joseph,G,Sacramento,LA Clippers,H,N,14.8,0,3,0,1,0,0,1,1,2,0,3,1,3,0,0,18.3,1,19.9,3.0,7.3,183.5
3869,NBA 2020-2021 Regular Season,22000188,01/15/2021,1629002,Chimezie Metu,F-C,Sacramento,LA Clippers,H,N,17.5,4,11,0,2,2,4,4,4,8,3,3,0,0,0,10,32.8,1,8.7,24.5,50.3,183.5
3870,NBA 2020-2021 Regular Season,22000188,01/15/2021,203922,Glenn Robinson III,F,Sacramento,LA Clippers,H,N,20.8,2,3,1,1,0,0,1,0,1,0,1,0,2,0,5,10.9,1,17.9,5.8,10.0,183.5
3871,NBA 2020-2021 Regular Season,22000188,01/15/2021,1629713,Justin James,G-F,Sacramento,LA Clippers,H,N,12.0,2,3,0,0,0,0,0,1,1,0,0,0,0,1,4,11.3,5,7.9,7.2,21.8,183.5
3872,NBA 2020-2021 Regular Season,22000188,01/15/2021,1630218,Robert Woodard II,F,Sacramento,LA Clippers,H,N,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15.8,5,3.3,2.0,25.3,183.5
3873,NBA 2020-2021 Regular Season,22000189,01/16/2021,1630256,Jae'Sean Tate,F,Houston,San Antonio,R,Y,25.9,2,11,0,1,3,5,1,4,5,5,4,0,2,3,7,23.9,1,26.1,25.8,35.8,209.8
3874,NBA 2020-2021 Regular Season,22000189,01/16/2021,200782,P.J. Tucker,F,Houston,San Antonio,R,Y,36.8,1,9,0,6,2,2,3,6,9,2,4,1,2,2,4,13.1,1,31.3,23.2,22.7,209.8
3875,NBA 2020-2021 Regular Season,22000189,01/16/2021,1626174,Christian Wood,F,Houston,San Antonio,R,Y,40.8,9,20,1,3,5,8,6,12,18,3,0,0,2,3,24,25.5,1,33.6,56.5,49.9,209.8
3876,NBA 2020-2021 Regular Season,22000189,01/16/2021,1630222,Mason Jones,G,Houston,San Antonio,R,Y,35.4,8,12,6,8,2,4,1,5,6,4,2,0,6,0,24,22.8,1,13.4,37.5,38.2,209.8
3877,NBA 2020-2021 Regular Season,22000189,01/16/2021,203463,Ben McLemore,G,Houston,San Antonio,R,Y,38.0,7,14,4,7,3,4,0,3,3,1,3,2,1,0,21,18.0,1,20.7,31.8,30.1,209.8
3878,NBA 2020-2021 Regular Season,22000189,01/16/2021,1629066,Rodions Kurucs,F,Houston,San Antonio,R,N,21.3,1,5,0,4,0,0,0,4,4,1,3,2,2,0,2,13.4,5,13.4,11.5,19.4,209.8
3879,NBA 2020-2021 Regular Season,22000189,01/16/2021,1628021,David Nwaba,G-F,Houston,San Antonio,R,N,25.3,2,8,1,3,2,2,0,1,1,4,1,1,3,0,7,19.1,1,23.8,15.2,21.7,209.8
3880,NBA 2020-2021 Regular Season,22000189,01/16/2021,1630231,Kenyon Martin Jr.,F,Houston,San Antonio,R,N,16.6,1,5,0,0,0,2,1,4,5,0,3,0,4,1,2,24.3,1,9.8,8.2,17.9,209.8
3881,NBA 2020-2021 Regular Season,22000189,01/16/2021,201942,DeMar DeRozan,G-F,San Antonio,Houston,H,Y,36.6,9,25,0,1,6,6,3,4,7,4,1,2,3,1,24,33.0,1,33.8,43.2,42.6,234.5
3882,NBA 2020-2021 Regular Season,22000189,01/16/2021,1629640,Keldon Johnson,F-G,San Antonio,Houston,H,Y,31.5,4,10,1,3,2,3,2,5,7,2,5,0,0,2,11,14.1,1,31.2,27.2,31.1,234.5
3883,NBA 2020-2021 Regular Season,22000189,01/16/2021,200746,LaMarcus Aldridge,C-F,San Antonio,Houston,H,Y,17.4,2,7,0,0,0,0,0,2,2,2,0,0,1,0,4,18.0,1,27.5,9.0,18.6,234.5
3884,NBA 2020-2021 Regular Season,22000189,01/16/2021,1629022,Lonnie Walker IV,G-F,San Antonio,Houston,H,Y,29.0,2,8,0,4,4,5,0,3,3,0,3,0,0,1,8,13.8,1,28.7,13.8,17.1,234.5
3885,NBA 2020-2021 Regular Season,22000189,01/16/2021,1627749,Dejounte Murray,G,San Antonio,Houston,H,Y,31.9,8,18,2,5,0,1,0,10,10,3,4,3,2,0,18,25.2,1,30.5,41.0,46.3,234.5
3886,NBA 2020-2021 Regular Season,22000189,01/16/2021,201988,Patty Mills,G,San Antonio,Houston,H,N,22.2,4,12,2,6,1,2,2,1,3,3,1,0,2,0,11,26.3,1,25.6,19.2,31.1,234.5
3887,NBA 2020-2021 Regular Season,22000189,01/16/2021,200752,Rudy Gay,F-G,San Antonio,Houston,H,N,22.0,2,6,0,2,1,2,1,7,8,2,2,2,2,0,5,15.9,1,22.6,21.0,34.4,234.5
3888,NBA 2020-2021 Regular Season,22000189,01/16/2021,1630170,Devin Vassell,G-F,San Antonio,Houston,H,N,19.7,3,7,0,3,3,3,2,5,7,0,1,2,0,0,9,16.6,1,18.6,21.8,39.7,234.5
